1,0.974555,
1,0.935562,
1,0.883238,
0,0.815650,
1,0.853737,
1,0.941264,
1,0.872802,
1,0.961506,
1,0.862656,
1,0.894241,
1,0.919108,
1,0.934958,
1,0.938989,
1,0.936505,
1,0.919870,
1,0.916784,
1,0.848697,
1,0.923445,
1,0.918667,
0,0.846507,
1,0.912325,
0,0.592534,
1,0.785065,
1,0.879639,
1,0.840688,
1,0.985106,
1,0.864861,
1,0.896320,
1,0.769628,
1,0.945336,
0,0.833035,
1,0.756125,
1,0.916021,
1,0.798840,
1,0.930260,
1,0.947454,
1,0.885974,
1,0.561226,
1,0.863672,
1,0.845129,
1,0.871997,
1,0.707137,
1,0.870119,
1,0.807275,
0,0.844561,
1,0.942526,
1,0.751886,
1,0.913062,
1,0.899733,
1,0.844166,
1,0.768343,
1,0.866143,
1,0.788786,
1,0.757327,
1,0.874066,
1,0.748162,
1,0.966751,
1,0.981560,
1,0.911504,
1,0.982151,
1,0.981968,
0,0.854429,
1,0.860878,
1,0.914464,
0,0.766931,
0,0.578058,
0,0.826975,
1,0.940177,
0,0.922168,
0,0.913318,
0,0.809200,
1,0.853464,
1,0.817935,
1,0.905246,
1,0.940198,
1,0.970497,
1,0.935551,
1,0.928460,
1,0.972899,
1,0.863605,
1,0.722908,
1,0.923474,
0,0.759273,
1,0.815101,
1,0.957262,
1,0.938509,
1,0.944701,
1,0.830845,
1,0.858807,
1,0.917250,
1,0.875264,
0,0.694134,
1,0.866188,
1,0.941215,
1,0.858773,
1,0.815655,
1,0.958481,
0,0.660955,
1,0.842676,
1,0.854303,
1,0.862104,
1,0.830893,
1,0.867464,
1,0.884801,
1,0.952872,
1,0.861511,
1,0.887931,
1,0.974572,
1,0.967830,
1,0.944677,
1,0.949929,
1,0.857964,
1,0.939552,
1,0.800053,
1,0.752785,
1,0.789784,
1,0.963977,
1,0.781055,
1,0.864723,
1,0.958397,
1,0.879743,
1,0.781090,
