1,0.987364,
1,0.955319,
1,0.917628,
0,0.851637,
1,0.908282,
0,0.771374,
1,0.928397,
1,0.927351,
1,0.979123,
1,0.922124,
1,0.926176,
0,0.792977,
1,0.962483,
1,0.957867,
1,0.953841,
1,0.958793,
1,0.952509,
1,0.957149,
1,0.904623,
1,0.939005,
1,0.956289,
0,0.801742,
1,0.945308,
0,0.827180,
1,0.864496,
1,0.923654,
1,0.898799,
1,0.994509,
1,0.905912,
1,0.954085,
1,0.852500,
1,0.963925,
1,0.843315,
1,0.945767,
1,0.875894,
1,0.965870,
1,0.967254,
1,0.934296,
1,0.749369,
0,0.858406,
1,0.916386,
1,0.878035,
1,0.920885,
1,0.803195,
0,0.869214,
0,0.893955,
1,0.900948,
1,0.868868,
0,0.761727,
0,0.857834,
1,0.957348,
1,0.837761,
1,0.952362,
0,0.795184,
1,0.945456,
1,0.907002,
0,0.837519,
1,0.852402,
1,0.923523,
1,0.911842,
1,0.834466,
1,0.841866,
1,0.975386,
0,0.924037,
1,0.986363,
0,0.842507,
1,0.952880,
1,0.983522,
1,0.988027,
0,0.902154,
1,0.910807,
0,0.912488,
1,0.950055,
0,0.893215,
1,0.965543,
0,0.948170,
0,0.940453,
0,0.875173,
1,0.922342,
1,0.901107,
0,0.817946,
1,0.935381,
1,0.960350,
1,0.975505,
0,0.942963,
1,0.966583,
1,0.957393,
1,0.983740,
1,0.878690,
1,0.788846,
1,0.881246,
1,0.960979,
1,0.940022,
1,0.933291,
1,0.879954,
1,0.924681,
1,0.960418,
1,0.919571,
0,0.807333,
1,0.911188,
1,0.948260,
1,0.976189,
1,0.887770,
1,0.970951,
0,0.795917,
1,0.899910,
1,0.913047,
1,0.892160,
1,0.893021,
1,0.916854,
1,0.925098,
1,0.983617,
1,0.919006,
1,0.930288,
1,0.990702,
1,0.972809,
1,0.979451,
1,0.965449,
1,0.970045,
1,0.928364,
1,0.938057,
1,0.864101,
1,0.844982,
1,0.871906,
1,0.905924,
1,0.973591,
1,0.855218,
1,0.744749,
1,0.965108,
1,0.922247,
1,0.857123,
0,0.758782,
